,month,year,polygon_id,precipitation,temperature,radiation
0,1,2019,1,384.62133321796574,28.411398432790868,12349289.424954792
1,1,2019,2,322.30309777397105,29.08886677956537,13433518.270956816
2,1,2019,3,336.0995690506002,27.41983062330626,12402960.493224932
3,1,2019,4,129.02333772904944,25.580530303030336,12659362.787878787
4,1,2019,5,336.12636541303664,27.60722901582196,15391544.548672566
5,1,2019,6,140.19358389843734,32.15770749144021,19635609.975641027
6,1,2019,7,85.88441985402352,33.173591419566925,20694664.83076923
7,1,2019,8,15.043733227934156,30.425626706111377,21451264.738571428
8,1,2020,1,111.927796016369,30.139926172199416,15331626.739102969
9,1,2020,2,196.96685949035037,28.64605100914541,15165262.292715231
10,1,2020,3,158.6195010818541,29.270302163600316,15680708.2125
11,1,2020,4,125.07125171102902,27.873457414613085,14357291.09079118
12,1,2020,5,292.1137770934137,27.333688271604967,14243089.126262626
13,1,2020,6,334.9849310785167,31.479228619900795,15110597.538362347
14,1,2020,7,258.0682680682262,32.3021790816959,16560771.06132989
15,1,2020,8,178.55410399703604,32.77005421365918,17693289.922368422
16,1,2021,1,312.6342689785839,29.678674489352485,13552236.26988266
17,1,2021,2,428.13173175714417,28.941168872085726,14712130.623818526
18,1,2021,3,389.4243358199448,27.688391359593425,13035438.59974587
19,1,2021,4,271.7335695562138,27.4603703703704,13424030.767676767
20,1,2021,5,330.3168128901646,29.17641102209277,15887077.67662054
21,1,2021,6,165.13564485762365,32.42138721093724,19652062.587179486
22,1,2021,7,45.08661397605752,32.987723671477916,20431652.96923077
23,1,2021,8,22.47722230918047,30.812908692476288,19777817.919649377
24,1,2022,1,159.54375734437664,28.774688601109037,17445560.883133292
25,1,2022,2,235.00286404084954,28.295158355932728,15816100.28536436
26,1,2022,3,235.7457497831241,28.7181021612185,14373680.08091024
27,1,2022,4,300.5326220524237,27.560745341614936,13348376.57142857
28,1,2022,5,284.9219724116387,28.497471861471894,14411399.50995671
29,1,2022,6,296.44348895381444,31.083118278419654,16227907.432605905
30,1,2022,7,146.1771673520741,29.559434820382354,17046068.959170446
31,1,2022,8,101.57302411378998,29.129285369674214,18712984.859210525
32,2,2019,1,191.69081616130742,30.00440909090912,12760233.104545455
33,2,2019,2,245.7333742911834,29.796627892030877,15028784.359897172
34,2,2019,3,232.96991708957697,29.125184388185684,13145748.594936708
35,2,2019,4,196.90138849718818,25.675517241379342,12037715.103448275
36,2,2019,5,293.0947047388181,28.434387369791697,14554818.322265625
37,2,2019,6,207.98162803499534,31.634292340083004,17437948.390117034
38,2,2019,7,187.72092723785184,31.66004593693614,18630723.80346821
39,2,2019,8,78.44323906057367,32.43177944482421,20074441.69736842
40,2,2020,1,225.75609152752,29.35564144144147,13800881.917567568
41,2,2020,2,201.73005164248272,30.042464389911625,15016643.383495146
42,2,2020,3,142.21648717687668,28.648755551000917,14761511.274031565
43,2,2020,4,159.65518632861676,27.412129541864168,13496950.959241707
44,2,2020,5,294.33416234851984,28.16913123844735,14740010.214417744
45,2,2020,6,210.03542089438704,31.024242526498654,16755283.81410679
46,2,2020,7,180.34146044318823,30.567190394370833,17644449.56443299
47,2,2020,8,52.04947077092873,31.32587762380276,19385507.09700428
48,2,2021,1,141.4454024562603,29.217739837398405,14941998.39804878
49,2,2021,2,378.46166446253284,28.798721099434147,15392952.873080032
50,2,2021,3,276.69182653455374,28.554151007868615,14401862.684660962
51,2,2021,4,429.8392789442895,26.162099447513842,13572587.845303867
52,2,2021,5,391.80852430028125,27.84218045112785,12762011.864661654
53,2,2021,6,335.111907932702,29.68880839895016,13661436.311811024
54,2,2021,7,178.91630199413368,31.648711111111137,16069784.931884058
55,2,2021,8,189.4394649926816,28.309918478260897,15266615.391304348
56,2,2022,1,292.95198116592456,28.74850386100389,14390146.942084942
57,2,2022,2,462.09815992292147,28.996411781365083,13941457.714528462
58,2,2022,3,366.992565593002,26.716708463949875,12057395.053291537
59,2,2022,4,325.34116528374807,25.689714285714317,12498157.314285714
60,2,2022,5,329.23036844655087,27.25664588137012,15071133.281403508
61,2,2022,6,204.3230982382633,30.61102125577273,16291379.30507386
62,2,2022,7,73.18593055296955,28.88225426436123,18458489.862556197
63,2,2022,8,136.66006932417767,28.765460766186614,18030660.072207086
64,3,2019,1,430.2125541792003,30.864306829765574,13468548.54587156
65,3,2019,2,135.21609875863493,29.281141335636182,15252778.472366149
66,3,2019,3,234.56398319711963,29.093813237787053,15780130.384789644
67,3,2019,4,263.5346433247361,26.86722352024925,15637597.892523365
68,3,2019,5,326.1298701506789,28.47819892473121,14712178.478494624
69,3,2019,6,286.70291436010416,30.901816273932283,15833826.801546391
70,3,2019,7,157.15874804430283,29.891818592660933,17534932.017948717
71,3,2019,8,93.2328150805674,32.949530075188,16638641.267105263
72,3,2020,1,309.80283776159445,29.665294659300212,14708869.673273481
73,3,2020,2,390.60712119529967,30.42176178812005,14876372.108887019
74,3,2020,3,256.9062084669343,28.936615071639764,14956496.787191758
75,3,2020,4,253.77516535249623,29.950829545454575,15060380.70340909
76,3,2020,5,358.003092107142,28.86404020752273,13010001.28331712
77,3,2020,6,255.97638024360114,29.6835231069978,14073164.60275016
78,3,2020,7,184.72674205350356,28.005538881309718,14260918.422322646
79,3,2020,8,152.79054930421307,27.57981145499825,12592702.237259872
80,3,2021,1,427.63335135795853,29.00264393939397,13656442.411363637
81,3,2021,2,156.92752306671434,29.090127713920847,13872935.300287357
82,3,2021,3,344.1338680277408,28.861746870109574,11738650.088615023
83,3,2021,4,492.3010663203208,27.634981549815528,12673449.454335794
84,3,2021,5,399.48050996873786,27.732123463652677,14715998.802367056
85,3,2021,6,128.26766667014513,30.465777920726026,18688141.9724359
86,3,2021,7,40.60756980343125,29.25599806191695,19469532.439102564
87,3,2021,8,44.88395453950292,30.597103466507935,18887955.714473683
88,3,2022,1,451.47677365189077,28.08402515723273,13270259.659198113
89,3,2022,2,408.9739639647025,28.724918546365945,12956262.578477444
90,3,2022,3,361.7622106561855,28.09057142857146,11719045.256887754
91,3,2022,4,490.27551441074525,27.117770897832848,11269245.976973685
92,3,2022,5,404.38779992061654,27.88464547357408,15245452.101157771
93,3,2022,6,170.53159522009202,29.697482034596486,18142385.543910258
94,3,2022,7,71.41446556343033,28.939431111259236,18115457.325408917
95,3,2022,8,36.22732859589363,28.131470248406753,17305841.787226778
96,4,2019,1,348.8039147631113,30.185582959641287,13503527.170403587
97,4,2019,2,276.37913163486064,29.66346955697705,13492215.829424307
98,4,2019,3,385.6547141575456,28.26338187009282,12836730.085653106
99,4,2019,4,288.1284507417679,28.331600000000027,13176289.64
100,4,2019,5,196.67521142782454,27.533407423839126,14869530.093167702
101,4,2019,6,169.816834981512,29.906066213309515,16235380.08974359
102,4,2019,7,96.06733325773789,29.454296867982475,16836556.916666668
103,4,2019,8,74.66452614707178,28.89383689368648,15242620.712049013
104,4,2020,1,320.6834360455892,29.53828112449802,13377120.489156626
105,4,2020,2,395.36024779902687,29.254003079291795,13125345.079291763
106,4,2020,3,301.61485557252865,27.05553710247353,11120501.80918728
107,4,2020,4,378.0957096322828,27.48741565452095,11772831.874493927
108,4,2020,5,249.50081457820366,27.011031978319814,14018123.918699186
109,4,2020,6,216.13857390162272,29.567761035759144,16012689.587179488
110,4,2020,7,94.14666116978877,28.521178016428046,15849953.956410257
111,4,2020,8,50.089589366636595,27.91362243330515,11715187.864384463
112,4,2021,1,450.80995739756094,29.376895161290353,11777475.528225806
113,4,2021,2,177.41653852433694,28.207947154471576,13651654.063414633
114,4,2021,3,378.61819778048516,27.70573025856048,12446750.805031447
115,4,2021,4,291.4741446785629,26.72562500000003,13350564.1875
116,4,2021,5,235.65467163880666,27.026454698412728,15182167.342666667
117,4,2021,6,100.23528701932388,30.195824122756132,16017462.238064094
118,4,2021,7,64.53179766056854,29.43269297943193,16324325.960179834
119,4,2021,8,44.6010195594477,28.95247223788641,14311835.22368421
120,4,2022,1,465.7727302170309,29.705538855488783,12752868.291249165
121,4,2022,2,352.2646446773263,28.713971038251398,13855593.89180328
122,4,2022,3,342.06780514901754,27.760825740318936,12233896.788154898
123,4,2022,4,373.9262575226159,27.511531651173115,11904520.0
124,4,2022,5,163.95614200564467,26.626321875484695,16011269.04336895
125,4,2022,6,65.16410631697912,30.112737748761063,17666815.7974359
126,4,2022,7,33.90253653426965,30.150211978939012,17764341.3474359
127,4,2022,8,30.918332523499664,27.706836243069823,14916908.706578948
128,5,2019,1,409.42882778543674,27.27574610244992,12483921.873051224
129,5,2019,2,578.9411996545927,27.792255868544633,10962574.774647888
130,5,2019,3,326.6189291054862,26.947403174603203,11857692.04952381
131,5,2019,4,462.5029317291815,27.43394278606968,11840403.149253732
132,5,2019,5,74.69029731407761,27.614390988084654,15112292.96375
133,5,2019,6,16.40221766407291,30.437595552731224,15204113.05897436
134,5,2019,7,5.328166825169077,31.209960308040714,15776062.485897437
135,5,2019,8,12.761989056120447,27.856933363982865,12218829.394459102
136,5,2020,1,338.054276569421,27.085863453815293,10914999.204819277
137,5,2020,2,326.89116821953115,27.53328859060406,11681560.711409396
138,5,2020,3,377.0682468079864,28.223068600934383,10729172.685025817
139,5,2020,4,423.183857887071,26.899302721088468,12380476.18367347
140,5,2020,5,76.97691943335217,26.87096574189702,14915716.05875
141,5,2020,6,14.61270398649728,28.423276806183953,15607222.680769231
142,5,2020,7,7.010096296927199,28.420046559530242,14556090.023076924
143,5,2020,8,38.95444118729558,25.297950438928915,11038722.99071618
144,5,2021,1,272.7806790338133,28.48740521910392,11587730.16691285
145,5,2021,2,161.96207860191663,27.6672666666667,12408304.006666666
146,5,2021,3,290.13936814195233,26.9980690789474,12561253.282894736
147,5,2021,4,259.2035808996721,27.364032634032665,13445416.699300699
148,5,2021,5,54.05556028623134,27.8426376968018,16000573.60375
149,5,2021,6,3.834940389639292,29.696272872456476,16988563.101282053
150,5,2021,7,2.828594041739453,31.19610399704424,16976294.84358974
151,5,2021,8,11.157549276398985,28.34749624034594,13579263.32368421
152,5,2022,1,478.616510106068,26.91593137254905,11477093.37254902
153,5,2022,2,361.3086447979395,27.538149038461565,11740505.302884616
154,5,2022,3,259.0979997181162,28.29869456592164,11708974.955782313
155,5,2022,4,335.87838006743067,27.205298850574742,11138157.056551725
156,5,2022,5,59.422450387589635,26.672035845026876,16547425.86625
157,5,2022,6,2.5011973307014275,29.35247400052674,17064164.09230769
158,5,2022,7,4.950774032294225,30.037417606785574,16619752.378205128
159,5,2022,8,12.929410177469254,25.429631911765163,13062180.394736841
160,6,2019,1,370.8765986085732,26.46676912568309,9350087.18442623
161,6,2019,2,265.9552137845461,27.575450363196154,12031409.320419693
162,6,2019,3,126.59268171239437,28.164227470326637,12984077.614058355
163,6,2019,4,314.1711293270009,26.5730933346691,14234493.767180925
164,6,2019,5,15.445313909438287,27.191946820078627,16040372.35375
165,6,2019,6,1.6578500727594458,30.04965827150677,15472851.046153845
166,6,2019,7,1.1564301600160962,31.31017302155881,15694091.902564103
167,6,2019,8,8.075241640043494,27.7185170579786,10956795.467105264
168,6,2020,1,381.27593310859356,27.420914513556646,12539858.176076556
169,6,2020,2,271.5344917930983,26.312563885267302,12905781.638852673
170,6,2020,3,172.8369482657195,27.79614355056759,13166830.49339207
171,6,2020,4,323.4667753200159,26.645842726784785,13329867.024154589
172,6,2020,5,12.89039418090944,27.441771508381997,15752045.85
173,6,2020,6,2.800052953729778,28.850036542954275,15694468.665384615
174,6,2020,7,1.6817716357143484,28.867810210895936,14922853.225641025
175,6,2020,8,9.121031865228431,24.09559714185671,11147121.839473683
176,6,2021,1,331.6691907556735,27.502237777353958,11806961.5941255
177,6,2021,2,311.92500485387643,28.39914435210837,12810433.02677747
178,6,2021,3,242.7620574812607,27.3564044843583,13461441.18734388
179,6,2021,4,191.6015965266707,27.497741424890435,14291803.57132818
180,6,2021,5,8.786968240365386,26.952724018490557,15679960.03125
181,6,2021,6,0.5222987385514455,30.42135045651054,15695313.265384614
182,6,2021,7,0.1754665280572879,32.08896417440087,16117577.737179488
183,6,2021,8,7.400301473156402,26.035621398667153,11911009.711842105
184,6,2022,1,198.92390979707162,26.69311379310348,12159934.037241379
185,6,2022,2,257.4254401269473,26.747927766032443,12544668.384778013
186,6,2022,3,206.75639279534826,27.866478670465213,13656101.69510665
187,6,2022,4,245.72490593959225,26.53610969515245,13961996.475262368
188,6,2022,5,17.512532542067458,26.569195356430804,14918502.77875
189,6,2022,6,1.4845073155172335,30.18041624473541,16526956.903846154
190,6,2022,7,1.193130104409049,30.693061967530063,16722824.446153846
191,6,2022,8,4.680893222764853,24.762762931093057,12948826.731578948
192,7,2019,1,277.58077627710634,26.43915938410323,12329046.504369538
193,7,2019,2,270.74873444124273,27.584306469298273,11977246.39638158
194,7,2019,3,184.67103908628226,28.0195687269522,14683972.645
195,7,2019,4,156.40078547998078,27.678224238918624,15177232.42810243
196,7,2019,5,1.420536894283723,27.817010395866273,16521155.08
197,7,2019,6,0.0010650005860206408,31.606140168028766,16393782.26923077
198,7,2019,7,0.0,33.24472408702461,16295823.352564102
199,7,2019,8,22.75045081047635,27.01402533759181,11801370.653947368
200,7,2020,1,355.6315477777243,27.268078853046624,13179329.09139785
201,7,2020,2,275.869701473765,28.5819202879695,13825169.730418943
202,7,2020,3,110.31798680335515,28.87351245892999,15842325.2625
203,7,2020,4,109.10525349802745,28.1506259704185,16822794.7925
204,7,2020,5,1.8957188806193233,28.35618110484828,17125775.3125
205,7,2020,6,1.973123835820857,30.258937742581683,16626560.26923077
206,7,2020,7,1.0201537280868676,30.91616713335387,16094970.461538462
207,7,2020,8,18.122541362645816,24.22870758097899,11762778.132894738
208,7,2021,1,253.3722273359253,27.219369709448667,12566185.276595745
209,7,2021,2,148.24632173030133,27.331907789705507,12951345.028901733
210,7,2021,3,207.30139165012645,28.460592520182303,14025063.303628262
211,7,2021,4,220.95410693268133,27.90969072357529,14642030.726463104
212,7,2021,5,2.616248479754431,27.373718898707693,17337984.125
213,7,2021,6,0.3579184214274089,31.6364135847613,17091885.744871795
214,7,2021,7,0.14075721907912594,33.06159164948031,16967461.164102565
215,7,2021,8,9.774160297136557,27.553041092548263,12633065.37368421
216,7,2022,1,379.11419715671417,27.10964675052414,12694949.858490566
217,7,2022,2,280.24739562847,27.801151066217763,13947912.781144781
218,7,2022,3,138.07885745599867,27.659244075334417,14839007.99125
219,7,2022,4,173.10777696177362,27.405005875513407,15418163.24875
220,7,2022,5,1.0707876782119274,27.781088004649263,16781256.42875
221,7,2022,6,0.023237925003736448,30.677468947414212,16962603.135897435
222,7,2022,7,0.0,30.97943218322309,17560044.051282052
223,7,2022,8,14.812193735571284,25.613732944102708,11398008.235526316
224,8,2019,1,204.93635788072308,29.072443001898815,14631072.821225522
225,8,2019,2,208.91955207143593,29.10462244453904,14833318.313106796
226,8,2019,3,87.44739291921258,29.001458955436956,16228912.91375
227,8,2019,4,128.36607509780632,28.569295000126147,17523710.69793621
228,8,2019,5,10.123644102960824,29.230197252319194,18166715.25875
229,8,2019,6,0.5968179674614639,34.94112804778902,17715432.8474359
230,8,2019,7,0.0,35.66292224608283,18478405.45128205
231,8,2019,8,17.552945271401708,27.745521879449488,12710669.783388704
232,8,2020,1,194.0080445416366,28.904452647177045,14321311.632911392
233,8,2020,2,151.7767704204563,29.407160525554335,14868548.99404368
234,8,2020,3,56.964071417301895,29.226275083131767,16629528.03875
235,8,2020,4,123.99178614899516,29.33978506455659,17330683.3975
236,8,2020,5,7.692021765559912,29.744887478079605,18450125.77875
237,8,2020,6,0.0021859013117276707,33.776588176948344,18331629.291025642
238,8,2020,7,0.0003782547055146633,34.90411519263241,18577994.385897435
239,8,2020,8,12.771643361684523,27.282759070023573,12112104.036842106
240,8,2021,1,298.0498668471048,28.03651331540371,15227504.56744186
241,8,2021,2,126.91313718208525,28.869140121434015,15297061.677619344
242,8,2021,3,157.25432230725883,28.747443865127956,16036432.895
243,8,2021,4,147.94922844917235,28.158044538464416,16993829.353788354
244,8,2021,5,15.187948838770389,29.853141445480286,18091287.4625
245,8,2021,6,0.0015212019284566243,34.92654845538244,18799035.942307692
246,8,2021,7,0.0,35.0404921221421,19232607.753846154
247,8,2021,8,10.18517710685416,28.419205487585373,12586982.741277156
248,8,2022,1,262.7071702322174,27.955853653400748,14588380.977890082
249,8,2022,2,242.46073339581488,27.689003385416697,15581382.259375
250,8,2022,3,88.92343725383282,28.556126946456352,17425844.13625
251,8,2022,4,116.2945325037837,28.330137084821544,18143441.4
252,8,2022,5,4.770859928615391,28.64707721747633,17544500.3925
253,8,2022,6,0.26870888238533946,34.26574844928323,18413280.494871795
254,8,2022,7,0.020386584255939876,34.35382710120068,19379116.783333335
255,8,2022,8,7.6013401851058005,28.10959098018213,13579225.688157896
256,9,2019,1,232.86076142105662,29.89010530218714,16829439.66540242
257,9,2019,2,184.32217422867805,29.410027380229597,16846408.787542216
258,9,2019,3,212.68629565760494,29.55389575703813,16849591.06671875
259,9,2019,4,77.49040675483644,29.506011915916016,19885632.90546875
260,9,2019,5,95.3256195755303,29.866297098587864,18638663.70796875
261,9,2019,6,25.25444884216174,40.42872665364159,19879842.72021234
262,9,2019,7,7.541577476148422,40.533166492186965,21071090.36252003
263,9,2019,8,7.9382620773372805,31.317322737348835,16245162.231805649
264,9,2020,1,285.39279461339953,29.863588045129827,16510120.090716226
265,9,2020,2,90.84616081445469,29.82432483694801,17259615.194306932
266,9,2020,3,121.69393295868818,29.925236427270676,18184219.81
267,9,2020,4,42.91384908332546,29.760911408406777,20426417.63
268,9,2020,5,76.43294577990098,31.11444417199628,18869023.41375
269,9,2020,6,18.877960356882678,38.71897672651358,20082134.180128206
270,9,2020,7,2.214542474551798,38.954755756659054,21421656.449358974
271,9,2020,8,5.226890385061171,32.11977490353714,18037759.505263157
272,9,2021,1,216.34687953664016,29.88472389174666,16719777.964068916
273,9,2021,2,238.66857317499816,28.651129464285745,16913047.23390625
274,9,2021,3,180.70750295601465,28.890524490414762,17228114.2752868
275,9,2021,4,79.02818532980979,28.811750590277807,19324224.90390625
276,9,2021,5,94.04840790208429,28.721326831937496,17333661.91640625
277,9,2021,6,18.732400779005808,39.55051948500881,19690984.92538061
278,9,2021,7,1.1743445220666053,40.369847751862004,20783540.211278044
279,9,2021,8,8.772586464712788,33.23872258537604,18193143.722985197
280,9,2022,1,118.79458824750328,29.742332465492,5619083.623628001
281,9,2022,2,172.8733975437833,29.788929650615053,6031867.10148665
282,9,2022,3,93.66781470047894,29.52224774898715,6679403.035625
283,9,2022,4,38.34676478880008,28.78146484747298,7509852.740625
284,9,2022,5,83.76363272365592,29.73035554507791,6981588.154375
285,9,2022,6,39.25107016551822,37.30709795858618,7453657.475080128
286,9,2022,7,6.922619269916453,38.61103151006397,8524599.048157051
287,9,2022,8,10.211207968991328,31.66824435710491,6095537.124506579
288,10,2019,1,258.32697651127285,29.771733855916416,14748780.500446178
289,10,2019,2,212.82850658417632,29.441685236768834,15192923.790585829
290,10,2019,3,204.98385469264286,29.126759288747376,15231614.346486863
291,10,2019,4,109.35676220741124,29.369288117334087,17975969.2759375
292,10,2019,5,230.07159015792186,29.603120305234917,16653979.182844065
293,10,2019,6,78.71369004356625,39.711061811219956,18972127.81619327
294,10,2019,7,42.49760949042363,42.67393518374407,20568362.982572116
295,10,2019,8,44.506185501774674,34.79096288753282,18548171.232976973
296,10,2020,1,212.73903235447648,29.936197425021838,17260544.63669901
297,10,2020,2,129.69511356070927,29.82483714748038,17405441.063599817
298,10,2020,3,139.00452522541113,29.830026649519553,17272516.019431617
299,10,2020,4,36.2173896848591,29.654048964681184,19887358.64921875
300,10,2020,5,180.92228526987137,30.04445869755248,18124651.91671875
301,10,2020,6,127.33291880725285,41.40856066520001,19288791.723096956
302,10,2020,7,94.06785108139657,43.12746962909781,20882859.42822516
303,10,2020,8,93.52392373983012,35.39556986357943,15656965.999547698
304,10,2021,1,252.01461547771603,30.86672324471714,15946607.182075985
305,10,2021,2,171.13688903970174,29.874949457745064,16399574.448734365
306,10,2021,3,168.84602016006843,30.510565099457533,17132990.375741694
307,10,2021,4,91.43178367605432,29.20813105654765,18623738.31765625
308,10,2021,5,172.89467477415127,29.17815841990435,17892878.768250514
309,10,2021,6,126.37040460691219,36.43993038027444,18409343.46908597
310,10,2021,7,67.08173843943156,42.999800713851705,19954118.025060095
311,10,2021,8,63.36082570325387,36.5097407946951,15228318.724958882
312,10,2022,1,279.30534052109414,29.877301416516005,5089780.784763153
313,10,2022,2,170.82585285313718,30.823013605442206,5540630.16907697
314,10,2022,3,171.26987315507347,29.91178952857742,6183167.13218794
315,10,2022,4,116.77544231943786,28.96157389880955,7031259.405585937
316,10,2022,5,202.93679927633505,29.087524351676183,6814973.619719397
317,10,2022,6,57.84089801486664,36.91655610254508,8037752.180885027
318,10,2022,7,26.328126137417097,40.10449588420842,8832365.051867988
319,10,2022,8,23.398154947723167,33.771509489303,7416059.938991735
320,11,2019,1,299.90172109768747,29.35014184397166,14357993.425531914
321,11,2019,2,234.32336336617274,29.485284972022413,14806998.035971222
322,11,2019,3,222.42336844977893,28.46376589712437,14590931.044957472
323,11,2019,4,98.42088344607464,28.643928929583634,16229471.378678875
324,11,2019,5,233.3696269939539,28.68513614932925,16555794.738073807
325,11,2019,6,238.6562253884914,37.36412851534283,18358734.652509652
326,11,2019,7,110.4290349204532,43.86779887235275,20149942.661538463
327,11,2019,8,55.924150455522145,36.77431141157822,19200484.22763158
328,11,2020,1,298.7905242999395,29.353890666666697,14497452.264
329,11,2020,2,182.9071542093529,30.2003865565497,14975930.871300757
330,11,2020,3,244.9659986337096,31.093500735510474,14320339.270962048
331,11,2020,4,208.67817799031735,27.0992416666667,15721866.51
332,11,2020,5,192.67248759388622,29.7538489207552,16309650.738636363
333,11,2020,6,180.43555893464938,34.378497646555445,17679098.731707316
334,11,2020,7,196.60320366223652,33.31993089965593,17687834.553846154
335,11,2020,8,163.27120583832,31.691637108792875,14651147.22056632
336,11,2021,1,192.3654523248229,29.375828822576945,15579274.248438584
337,11,2021,2,370.0306963757945,28.99732667775932,14912963.400998335
338,11,2021,3,259.2531238949938,28.165477855477885,14725484.797202798
339,11,2021,4,157.16337224984082,28.1967380073801,15116798.162361624
340,11,2021,5,229.3442550757352,29.644579463364323,14431376.85139319
341,11,2021,6,263.61177287879946,32.90708257986742,15168366.056057867
342,11,2021,7,252.3847226987477,33.61656106961306,16354660.901960785
343,11,2021,8,248.69648178343198,29.409040369869224,13764210.51691475
344,11,2022,1,208.38929305578137,28.109978717323976,5312551.464308276
345,11,2022,2,270.39416667783115,28.823058232931757,5042525.489156626
346,11,2022,3,128.0681196896932,29.20719444444447,5704396.846320346
347,11,2022,4,87.53912387262834,27.691556798245642,5960862.8171052635
348,11,2022,5,207.71572195730366,28.613716466073637,6148706.899725275
349,11,2022,6,307.1073358870172,33.01600000000003,6088118.475324675
350,11,2022,7,336.97241642592985,33.02805240410592,6168574.607779578
351,11,2022,8,314.6737416703681,28.0377764374749,6106039.199034982
352,12,2019,1,444.70005158588805,28.939724137931062,13054159.575172413
353,12,2019,2,245.22923664055733,27.88567901234571,13267988.304526748
354,12,2019,3,263.97563591722525,28.526562537402782,12667066.768402154
355,12,2019,4,194.85202317330445,27.213592233009738,14088089.72038835
356,12,2019,5,285.4253757348293,29.08476562152549,17040053.666444298
357,12,2019,6,133.8600247910269,33.920255948562904,19229589.976908274
358,12,2019,7,83.53779184434958,38.235015731303385,20164705.01350482
359,12,2019,8,102.22642403264709,32.419237145268305,18833056.937748343
360,12,2020,1,238.02039031028747,28.98267747747751,13978572.771891892
361,12,2020,2,181.8837223014803,28.384358952462314,13900523.076003416
362,12,2020,3,352.94016334283276,28.69479612159332,13706355.528301887
363,12,2020,4,150.5303011050461,27.32708510638301,15179204.0
364,12,2020,5,294.39978078320075,29.09652077431542,15702557.822946176
365,12,2020,6,147.56331833769113,33.68872151107443,18640133.543589745
366,12,2020,7,28.590438852936792,32.76705678443396,20210657.0974359
367,12,2020,8,34.5916938715601,29.424620657611836,20228002.70524166
368,12,2021,1,223.28003930400052,28.870571395933318,14925733.416038383
369,12,2021,2,250.07276424744146,28.44000000000003,13790757.621103117
370,12,2021,3,303.1113881101347,27.21081376386174,13067447.828767123
371,12,2021,4,329.82174457640065,27.801845238095268,13330750.413265307
372,12,2021,5,337.83121873078676,27.371465517241408,11597837.396551725
373,12,2021,6,466.951728216533,29.931494252873595,11407965.83908046
374,12,2021,7,299.84664426859587,30.686953397729226,13719341.086120997
375,12,2021,8,391.2104080388712,28.630775193798478,12920047.813953489
