,pai,month,year,polygon_id
0,3.676016539746567,1,2020,1
1,3.368554249277427,1,2020,2
2,2.606483341383648,1,2020,3
3,3.794207447100216,1,2020,4
4,3.3014650951616407,1,2020,5
5,0.7699258735221819,1,2020,6
6,0.6144912993484268,1,2020,7
7,0.8900656639015069,1,2020,8
8,3.6350973000677183,1,2021,1
9,3.6849168700545345,1,2021,2
10,3.3090991360972355,1,2021,3
11,3.5371314628801804,1,2021,4
12,2.684238316049662,1,2021,5
13,0.7722683178590398,1,2021,6
14,0.6423643025007622,1,2021,7
15,0.6448304449348402,1,2021,8
16,3.675993044561205,1,2022,1
17,3.5139998029142414,1,2022,2
18,3.263096017209441,1,2022,3
19,3.2551869458548115,1,2022,4
20,2.830212061327322,1,2022,5
21,0.943051640645891,1,2022,6
22,0.5451465947195036,1,2022,7
23,1.1691652125493315,1,2022,8
24,3.286509583799303,2,2020,1
25,3.498087753979783,2,2020,2
26,2.739137229889682,2,2020,3
27,3.2436659399819643,2,2020,4
28,3.045190125004185,2,2020,5
29,0.9147594291080953,2,2020,6
30,0.5884438870437754,2,2020,7
31,1.110017120840151,2,2020,8
32,3.20241325595723,2,2021,1
33,3.4611868590894925,2,2021,2
34,3.639132845206727,2,2021,3
35,3.659284977018281,2,2021,4
36,2.5572264783120477,2,2021,5
37,1.0353432028316916,2,2021,6
38,0.600740251604273,2,2021,7
39,1.4974830067974807,2,2021,8
40,3.2730256632765786,2,2022,1
41,3.0430858720335823,2,2022,2
42,2.82644396177452,2,2022,3
43,3.2213595526940084,2,2022,4
44,2.8028904858668686,2,2022,5
45,0.805796705572792,2,2022,6
46,0.5276188564071193,2,2022,7
47,1.1310374348723784,2,2022,8
48,3.610011912796191,3,2020,1
49,3.6591234064939737,3,2020,2
50,3.4466629373193594,3,2020,3
51,3.275990342195427,3,2020,4
52,2.0330234017207807,3,2020,5
53,1.0202567804557645,3,2020,6
54,0.6141711384894244,3,2020,7
55,1.5440878312436062,3,2020,8
56,3.5617703667610927,3,2021,1
57,3.560970360841998,3,2021,2
58,3.0249485141698567,3,2021,3
59,3.5104892534448493,3,2021,4
60,2.9789125670533614,3,2021,5
61,0.7732107066761625,3,2021,6
62,0.5401193469992697,3,2021,7
63,1.0578264853627186,3,2021,8
64,3.3008821005142726,3,2022,1
65,3.137924566506699,3,2022,2
66,2.1605454520666663,3,2022,3
67,3.2714747607333,3,2022,4
68,3.050233698883047,3,2022,5
69,0.8277066264093679,3,2022,6
70,0.5071702961565795,3,2022,7
71,1.0018716411967001,3,2022,8
72,2.968226968947101,4,2019,1
73,2.6968357193372894,4,2019,2
74,3.74147822057292,4,2019,3
75,3.790517744710677,4,2019,4
76,2.8391505465863887,4,2019,5
77,0.8423868267203687,4,2019,6
78,0.5410430810295352,4,2019,7
79,0.8813578837427107,4,2019,8
80,3.32290833939307,4,2020,1
81,2.2099439475249856,4,2020,2
82,2.845580013762706,4,2020,4
83,3.051618910105359,4,2020,5
84,0.7868524444222654,4,2020,6
85,0.5189473147789898,4,2020,7
86,0.911039031881248,4,2020,8
87,3.447530237247996,4,2021,2
88,3.3671286280328,4,2021,4
89,3.065540652257423,4,2021,5
90,0.8923720367063099,4,2021,6
91,0.33011851216891996,4,2021,7
92,1.004067020660284,4,2021,8
93,3.412994105119487,4,2022,1
94,3.1049277712840646,4,2022,2
95,3.398126502417979,4,2022,3
96,3.4433349534017337,4,2022,4
97,2.9350371039711205,4,2022,5
98,0.8050565548465226,4,2022,6
99,0.49931686139590664,4,2022,7
100,1.1838052969711237,4,2022,8
101,3.766816629088975,5,2019,1
102,3.5487020011770425,5,2019,2
103,3.416732554470729,5,2019,3
104,3.632255469766342,5,2019,4
105,3.257397390425041,5,2019,5
106,0.6284618290263252,5,2019,6
107,0.41056946568777564,5,2019,7
108,1.0956055470873338,5,2019,8
109,3.7005750519693685,5,2020,1
110,3.4457681541930967,5,2020,2
111,3.6536187033096237,5,2020,3
112,3.561909545506823,5,2020,4
113,2.9033706352816497,5,2020,5
114,0.7539376657314677,5,2020,6
115,0.4547567621181529,5,2020,7
116,1.1631439012946077,5,2020,8
117,3.6820763150806823,5,2021,1
118,3.3406527459030757,5,2021,2
119,3.2025070158561197,5,2021,3
120,3.350856430073341,5,2021,4
121,3.042410229263721,5,2021,5
122,0.5090757321135625,5,2021,6
123,0.5341939245005529,5,2021,7
124,1.2692688246054247,5,2021,8
125,3.682315456142252,5,2022,1
126,3.071981484245369,5,2022,2
127,3.451615675608327,5,2022,3
128,3.375377003904845,5,2022,4
129,3.193312035676736,5,2022,5
130,0.8483311964265792,5,2022,6
131,0.5424062267522994,5,2022,7
132,1.127646003482804,5,2022,8
133,3.9136493761208238,6,2019,1
134,3.6740335176455132,6,2019,2
135,3.711983886257919,6,2019,3
136,3.804449086474698,6,2019,4
137,3.23726731835916,6,2019,5
138,0.6284992934912593,6,2019,6
139,0.36544061593979504,6,2019,7
140,0.7514501032387314,6,2019,8
141,3.878516032600359,6,2020,1
142,3.609781488225412,6,2020,2
143,3.433540178389544,6,2020,3
144,3.6363361547933852,6,2020,4
145,3.42342650574335,6,2020,5
146,0.6079473625600774,6,2020,6
147,0.44043062933620847,6,2020,7
148,1.1216610643613951,6,2020,8
149,3.8065395152765937,6,2021,1
150,3.401568616253965,6,2021,2
151,3.2256662136067704,6,2021,3
152,3.673207825540483,6,2021,4
153,3.5028040841867405,6,2021,5
154,0.557774837572174,6,2021,6
155,0.27826360854486304,6,2021,7
156,0.8639089590145799,6,2021,8
157,3.0430523600923602,6,2022,4
158,2.964307204055739,6,2022,5
159,1.7750103932227272,6,2022,6
160,0.4835432635865549,6,2022,7
161,1.2071675730328952,6,2022,8
162,3.6083985414618507,7,2019,1
163,3.300292693620919,7,2019,2
164,3.926641581570339,7,2019,3
165,3.8724451814110257,7,2019,4
166,3.558507008656357,7,2019,5
167,0.5908090463178992,7,2019,6
168,0.35976724300124857,7,2019,7
169,0.922967419678518,7,2019,8
170,3.5400007641194273,7,2020,2
171,3.664727625467577,7,2020,4
172,3.279189411694226,7,2020,5
173,0.5972284806388003,7,2020,6
174,0.5269047991836198,7,2020,7
175,0.8992231804912793,7,2020,8
176,3.8323249668521173,7,2021,1
177,3.454089351040972,7,2021,2
178,3.1301113255302595,7,2021,3
179,3.5625663205201414,7,2021,4
180,2.815463989424476,7,2021,5
181,0.764640261288095,7,2021,6
182,0.3753797543167845,7,2021,7
183,1.1661540448414196,7,2021,8
184,3.97396351311022,8,2019,1
185,3.918206750066448,8,2019,2
186,3.4403751684288233,8,2019,3
187,3.8140071882537394,8,2019,4
188,3.132141023134401,8,2019,5
189,0.5699050970534582,8,2019,6
190,0.2635806197287141,8,2019,7
191,0.815286827850075,8,2019,8
192,3.011595412835219,8,2020,1
193,3.5173677653547264,8,2020,2
194,3.7181788411342884,8,2020,4
195,3.2181328812189944,8,2020,5
196,0.5659392103676804,8,2020,6
197,0.35231728605906365,8,2020,7
198,0.9251657129149788,8,2020,8
199,3.695396695888256,8,2021,1
200,3.4571845195249113,8,2021,2
201,3.1035509110192914,8,2021,3
202,3.602891152846909,8,2021,4
203,3.3358594775563137,8,2021,5
204,0.576544327863411,8,2021,6
205,0.34332711363978013,8,2021,7
206,0.8146915863003911,8,2021,8
207,3.786409234653297,9,2019,1
208,3.3606710925682783,9,2019,2
209,3.858018747775219,9,2019,3
210,3.9432628288507083,9,2019,4
211,3.3202331084835404,9,2019,5
212,0.4953480664693879,9,2019,6
213,0.25924543559155494,9,2019,7
214,0.703755974604501,9,2019,8
215,3.7082079033300546,9,2020,1
216,3.465934770254467,9,2020,2
217,3.6689600652689722,9,2020,4
218,3.259178238356886,9,2020,5
219,0.5096917929587541,9,2020,6
220,0.2881898205885064,9,2020,7
221,0.931109823018085,9,2020,8
222,3.782718872174436,9,2021,1
223,3.2442522058259375,9,2021,2
224,3.741775481353236,9,2021,3
225,3.566709695387375,9,2021,4
226,2.9624259395521526,9,2021,5
227,0.5162020826913051,9,2021,6
228,0.27398833481429313,9,2021,7
229,0.48180742940338755,9,2021,8
230,3.5050840149843543,10,2019,1
231,3.3648563682272323,10,2019,2
232,3.433427365440565,10,2019,3
233,3.5332936512361393,10,2019,4
234,3.0247432034585437,10,2019,5
235,0.5787212098845468,10,2019,6
236,0.2808496860427241,10,2019,7
237,0.7203331372804044,10,2019,8
238,2.3378650700322146,10,2020,1
239,2.8722192903456465,10,2020,2
240,3.547566140588083,10,2020,4
241,2.9979647472108883,10,2020,5
242,0.6795538144395692,10,2020,6
243,0.40120299784662566,10,2020,7
244,0.8090599463375797,10,2020,8
245,3.466113374374406,10,2021,2
246,2.709852525143187,10,2021,3
247,3.4849075948452883,10,2021,4
248,3.0804644651334145,10,2021,5
249,0.9497279452532571,10,2021,6
250,0.3066783798096588,10,2021,7
251,0.7768694772631607,10,2021,8
252,3.7002674235060105,11,2019,1
253,3.625855996817742,11,2019,2
254,3.8946946486473446,11,2019,3
255,3.778644213022011,11,2019,4
256,2.3790683780615383,11,2019,5
257,0.7141898858111235,11,2019,6
258,0.4073730329970327,11,2019,7
259,0.7981003724626068,11,2019,8
260,3.590391941394843,11,2020,1
261,2.875111072449518,11,2020,2
262,2.2974296863257146,11,2020,3
263,3.484533420456555,11,2020,4
264,2.808990647701699,11,2020,5
265,1.0887761741176365,11,2020,6
266,0.6848015412102387,11,2020,7
267,1.3093243369165022,11,2020,8
268,3.6436937133636196,11,2021,1
269,2.9681602237056426,11,2021,2
270,3.460273239653532,11,2021,3
271,3.302722428125111,11,2021,4
272,2.836666700838083,11,2021,5
273,0.9785931342670116,11,2021,6
274,0.527084276834481,11,2021,7
275,0.48838453650557034,11,2021,8
276,3.9451326175380212,12,2019,1
277,2.8399573466235104,12,2019,2
278,2.93282792266818,12,2019,3
279,3.1864031361898513,12,2019,4
280,2.914219962995458,12,2019,5
281,0.846347232270104,12,2019,6
282,0.5978797032946718,12,2019,7
283,0.8352515162874541,12,2019,8
284,3.3938926407312513,12,2020,1
285,3.200854691578164,12,2020,2
286,3.077278362678886,12,2020,3
287,3.5762990349581556,12,2020,4
288,2.5324126611478346,12,2020,5
289,1.0606362683345834,12,2020,6
290,0.679769557220596,12,2020,7
291,1.4002139174335686,12,2020,8
292,3.578365830421798,12,2021,1
293,2.9481640510928826,12,2021,2
294,3.087010388249607,12,2021,4
295,2.885735784603873,12,2021,5
296,0.8064217504489347,12,2021,6
297,0.5857663931749304,12,2021,7
298,1.0469718508432544,12,2021,8
